link,data,miasto,dzielnica,cena,od,poziom,umeblowanie,zabudowa,powierzchnia,pokoje,czynsz dodatkowo
https://www.olx.pl/oferta/do-wynajecia-nowe-mieszkanie-3-pokojowe-poborzanska-CID3-IDIVJb7.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Targówek,2200,Osoby prywatnej,2,1,Apartamentowiec,54,3,800
https://www.olx.pl/oferta/hoza-2-pok-na-biuro-bezpsrednio-CID3-IDIMF9F.html#37e50b5da4;promoted,15 kwietnia 2021,"Warszawa,",Śródmieście,3300,Osoby prywatnej,3,1,Kamienica,55,2,1
https://www.olx.pl/oferta/wynajem-mieszkania-na-tarchominie-CID3-IDJu1Zd.html#67d7dd83b9;promoted,17 kwietnia 2021,"Warszawa,",Białołęka,2300,Osoby prywatnej,1,0,Blok,70,3,900
https://www.olx.pl/oferta/mieszkanie-2-pok-ursynow-calosc-2200-pln-bezp-CID3-IDJujs4.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Ursynów,1950,Osoby prywatnej,6,0,Blok,48,2,250
https://www.olx.pl/oferta/wynajme-bezposrednio-51-m2-apartament-na-mokotowie-CID3-IDJuJul.html#14aaf70e72;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2800,Osoby prywatnej,4,1,Apartamentowiec,51,2,200
https://www.olx.pl/oferta/mieszkanie-dwupokojowe-37-m2-ochota-CID3-IDJjzOt.html#908e50fc64;promoted,12 kwietnia 2021,"Warszawa,",Ochota,2200,Biuro / Deweloper,Parter,1,Blok,37,2,400
https://www.olx.pl/oferta/bezposrednio-nowe-od-01-05-mokotow-CID3-IDJtXKG.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Mokotów,2150,Osoby prywatnej,7,1,Apartamentowiec,40,2,300
https://www.olx.pl/oferta/kawalerka-w-super-lokalizacji-CID3-IDJ71vN.html#462c1f036d;promoted,17 kwietnia 2021,"Warszawa,",Żoliborz,1600,Osoby prywatnej,3,1,Blok,25,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-2-pokojowe-mokotow-CID3-IDJrjuP.html#839a743bc2;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1600,Osoby prywatnej,2,1,Blok,47,2,650
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-CID3-IDJ3doy.html#07ae91178c;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1700,Biuro / Deweloper,9,1,Blok,31,Kawalerka,300
https://www.olx.pl/oferta/bezposrednio-kawalerka-do-wynajecia-warszawa-bemowo-CID3-IDIyX5A.html#0d85410fb0,17 kwietnia 2021,"Warszawa,",Bemowo,1500,Osoby prywatnej,4,1,Apartamentowiec,30,Kawalerka,400
https://www.olx.pl/oferta/bezposrednio-ochota-swietnie-skomunikowane-dwa-pokoje-umeblowane-CID3-IDFT1Oy.html#5a80808650,16 kwietnia 2021,"Warszawa,",Ochota,1600,Osoby prywatnej,3,1,Blok,36,2,450
https://www.olx.pl/oferta/wwa-metro-wierzbno-3-pok-51-m2-bezposrednio-CID3-IDJuwc4.html#fd074becd5;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2700,Osoby prywatnej,10,1,Blok,50,3,540
https://www.olx.pl/oferta/nowe-mieszkanie-45m-2-pokoje-CID3-IDJtsQn.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Ursus,2300,Osoby prywatnej,6,1,Blok,45,2,150
https://www.olx.pl/oferta/kawalerka-mokotow-stegny-CID3-IDJ9zWM.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,2000,Osoby prywatnej,10,1,Blok,31,Kawalerka,250
https://www.olx.pl/oferta/warszawa-ursynow-natolin-2-pokoje-400m-do-metra-CID3-IDJdrpx.html#67d7dd83b9,17 kwietnia 2021,"Warszawa,",Ursynów,2000,Osoby prywatnej,3,1,Apartamentowiec,45,2,1
https://www.olx.pl/oferta/kawalerka-25m2-aleja-jana-pawla-ii-65-warszawa-wynajem-CID3-IDJtA7G.html#07ae91178c,16 kwietnia 2021,"Warszawa,",Żoliborz,1650,Osoby prywatnej,4,0,Blok,25,Kawalerka,1
https://www.olx.pl/oferta/duza-kawalerka-w-srodmiesciu-przy-ratusza-CID3-IDIYQkU.html#908e50fc64;promoted,15 kwietnia 2021,"Warszawa,",Śródmieście,1750,Osoby prywatnej,4,1,Kamienica,39,Kawalerka,1
https://www.olx.pl/oferta/rezerwacja-wynajme-bezposrednio-2-pokoje-kabaty-przy-metrze-CID3-IDH0hTv.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,2200,Osoby prywatnej,4,1,Blok,49,2,1
https://www.olx.pl/oferta/wynajme-meridian-chlodna-48-m2-CID3-IDIQKxJ.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Wola,2600,Osoby prywatnej,4,1,Apartamentowiec,48,2,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-CID3-IDJohmI.html#aebf69ee9d;promoted,17 kwietnia 2021,"Warszawa,",Wola,1950,Osoby prywatnej,2,1,Apartamentowiec,35,Kawalerka,300
https://www.olx.pl/oferta/mieszkanie-osobna-kuchnia-metro-wierzbno-mordor-galeria-mokotow-CID3-IDDGRMi.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Mokotów,2150,Osoby prywatnej,3,1,Blok,48,2,550
https://www.olx.pl/oferta/kawalerka-z-klimatyzacja-CID3-IDJswp2.html#db57b3b96a;promoted,15 kwietnia 2021,"Warszawa,",Praga-Północ,1500,Osoby prywatnej,4,1,Kamienica,23,Kawalerka,1
https://www.olx.pl/oferta/kawalerka-przy-metrze-kabaty-oddzielna-kuchnia-garaz-ul-ken-26-CID3-IDJqngE.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,1600,Biuro / Deweloper,5,1,Blok,36,Kawalerka,1
https://www.olx.pl/oferta/nowe-mieszkanie-3-pokoje-blisko-centrum-blisko-parkow-CID3-IDJuk4B.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Wola,3300,Osoby prywatnej,1,1,Blok,66,3,800
https://www.olx.pl/oferta/mieszkanie-dla-ciebie-na-ursynowie-CID3-IDIxlmT.html#839a743bc2;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,1300,Osoby prywatnej,1,1,Blok,30,Kawalerka,492
https://www.olx.pl/oferta/srodmiescie-ciche-male-mieszkanie-wsrod-zieleni-CID3-IDJhmwy.html#37e50b5da4;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,1300,Osoby prywatnej,4,1,Blok,17,Kawalerka,300
https://www.olx.pl/oferta/mieszkanie-1-pok-31-m-kw-z-garazem-warszawa-wola-ul-gizow-CID3-IDJueex.html#aebf69ee9d,17 kwietnia 2021,"Warszawa,",Ochota,1950,Osoby prywatnej,1,1,Blok,31,Kawalerka,315
https://www.olx.pl/oferta/nowoczesne-2-pokojowe-przy-ul-pieskowa-skala-mokotow-CID3-IDHbWfb.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Mokotów,2800,Biuro / Deweloper,6,1,Apartamentowiec,44,2,1
https://www.olx.pl/oferta/wola-karolkowa-nowe-2-pokoje-oplaty-i-parking-w-cenie-CID3-IDImRAB.html#462c1f036d;promoted,17 kwietnia 2021,"Warszawa,",Wola,2500,Biuro / Deweloper,1,0,Apartamentowiec,42,2,1
https://www.olx.pl/oferta/kawalerka-juz-od-1-miesiaca-sadyba-mokotow-CID3-IDEt1Fm.html#839a743bc2;promoted,7 kwietnia 2021,"Warszawa,",Mokotów,2000,Biuro / Deweloper,1,1,Apartamentowiec,34,Kawalerka,150
https://www.olx.pl/oferta/przytulna-kawalerka-przy-skm-ce-czynsz-w-cenie-CID3-IDJ7iel.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Ursus,1400,Biuro / Deweloper,9,1,Blok,20,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-2-3-pokojowe-na-ochocie-triton-park-przy-ulicy-grojeckiej-CID3-IDGW7qS.html#ff23ca5e79;promoted,16 kwietnia 2021,"Warszawa,",Ochota,1900,Osoby prywatnej,5,1,Apartamentowiec,49,3,560
https://www.olx.pl/oferta/nowe-dwupokojowe-mieszkanie-na-osiedlu-bohema-praga-polnoc-CID3-IDJtWMA.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Praga-Północ,2500,Biuro / Deweloper,1,1,Apartamentowiec,40,2,1
https://www.olx.pl/oferta/wynajme-2-pokojowe-48-m2-mieszkanie-w-ursusie-CID3-IDJu3ml.html#67d7dd83b9,17 kwietnia 2021,"Warszawa,",Ursus,1300,Osoby prywatnej,4,1,Blok,48,2,470
https://www.olx.pl/oferta/wilanowska-2-pokoje-na-wynajem-CID3-IDIrAv9.html#4a0499b52f;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,2200,Osoby prywatnej,1,1,Blok,47,2,1
https://www.olx.pl/oferta/mieszkanie-w-domku-wolnostojacym-56-m2-blisko-pkp-w-wa-wawer-CID3-IDJ1eqy.html#25e8bbc894,16 kwietnia 2021,"Warszawa,",Wawer,2000,Osoby prywatnej,Parter,1,Dom,56,2,500
https://www.olx.pl/oferta/metro-onz-kawalerka-oddzielna-sypialnia-oddzielna-kuchnia-CID3-IDGT9Ji.html#462c1f036d,17 kwietnia 2021,"Warszawa,",Śródmieście,1850,Osoby prywatnej,5,1,Blok,28,2,1
https://www.olx.pl/oferta/nowe-dwupokojowe-mieszkanie-marina-mokotow-2-CID3-IDJtNIf.html#3365edd0d1,16 kwietnia 2021,"Warszawa,",Mokotów,2800,Osoby prywatnej,3,1,Apartamentowiec,35,2,400
https://www.olx.pl/oferta/wynajme-mieszkanie-CID3-IDJoUKl.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Białołęka,2000,Osoby prywatnej,3,1,Blok,50,2,200
https://www.olx.pl/oferta/kawalerka-przy-metrze-kabaty-oddzielna-kuchnia-garaz-ul-ken-26-CID3-IDJqngE.html#07ae91178c;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,1600,Biuro / Deweloper,5,1,Blok,36,Kawalerka,1
https://www.olx.pl/oferta/kawalerka-niski-blok-targowek-brodno-tanio-CID3-IDJtMqk.html#3365edd0d1,16 kwietnia 2021,"Warszawa,",Targówek,1499,Osoby prywatnej,2,1,Blok,30,Kawalerka,1
https://www.olx.pl/oferta/bezposrednio-stare-bielany-klimatyczne-35-m-CID3-IDJtO2a.html#3365edd0d1;promoted,16 kwietnia 2021,"Warszawa,",Bielany,1900,Osoby prywatnej,3,1,Kamienica,35,2,300
https://www.olx.pl/oferta/2-pokoje-50m2-mokotow-ul-wiktorska-blisko-metra-CID3-IDINfcw.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Mokotów,2100,Osoby prywatnej,2,1,Kamienica,50,2,500
https://www.olx.pl/oferta/bezposrednio-sloneczne-mieszkanie-41-metrow-przy-placu-konstytucji-CID3-IDJuxOg.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Śródmieście,1600,Osoby prywatnej,2,1,Kamienica,41,2,360
https://www.olx.pl/oferta/studio-kawalerka-komfortowo-elastyczne-okresy-najmu-CID3-IDH2RtE.html#67d7dd83b9,17 kwietnia 2021,"Warszawa,",Mokotów,1600,Biuro / Deweloper,2,1,Apartamentowiec,16,Kawalerka,230
https://www.olx.pl/oferta/mokotow-stegny-55m-3-pokoje-czyste-bezposr-CID3-IDJuP0K.html#bea34531db,18 kwietnia 2021,"Warszawa,",Mokotów,2000,Osoby prywatnej,4,1,Blok,55,3,1
https://www.olx.pl/oferta/2-pokojowe-ursynow-natolin-warszawa-CID3-IDJuxF4.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,1550,Osoby prywatnej,1,1,Apartamentowiec,47,2,650
https://www.olx.pl/oferta/kawalerka-do-wynajecia-w-srodmiesciu-CID3-IDIJP1G.html#839a743bc2,17 kwietnia 2021,"Warszawa,",Śródmieście,1700,Osoby prywatnej,3,1,Blok,26,Kawalerka,1
https://www.olx.pl/oferta/kompaktowa-kawalerka-przy-lesie-kabackim-CID3-IDJsE4E.html#908e50fc64;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,1600,Osoby prywatnej,2,1,Blok,17,Kawalerka,1
https://www.olx.pl/oferta/bezposrednio-dwa-pokoje-35-m2-zoliborz-ul-promyka-przy-placu-wilsona-CID3-IDJuby7.html#422618dedf,17 kwietnia 2021,"Warszawa,",Żoliborz,1800,Osoby prywatnej,8,1,Blok,35,2,300
https://www.olx.pl/oferta/dwupokojowe-40m-brodno-CID3-IDJtT1m.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Targówek,1850,Biuro / Deweloper,3,1,Blok,40,2,1
https://www.olx.pl/oferta/do-wynajecia-bezposrednio-68m2-3-pokoje-mokotow-CID3-IDJrxUA.html#462c1f036d;promoted,16 kwietnia 2021,"Warszawa,",Mokotów,3000,Osoby prywatnej,5,1,Apartamentowiec,68,3,350
https://www.olx.pl/oferta/ladna-kawalerka-srodmiescie-warszawy-bezposrednio-od-wlasciciela-CID3-IDJtu3i.html#5a80808650;promoted,16 kwietnia 2021,"Warszawa,",Śródmieście,1490,Osoby prywatnej,4,1,Kamienica,24,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-powisle-centrum-59m2-CID3-IDHGeDL.html#72d7a7dc4d,17 kwietnia 2021,"Warszawa,",Śródmieście,3000,Osoby prywatnej,2,1,Kamienica,59,2,500
https://www.olx.pl/oferta/nowe-2-pok-48m-ciche-balkon-ul-synow-pulku-wola-CID3-IDJfXoJ.html#462c1f036d,17 kwietnia 2021,"Warszawa,",Wola,1700,Biuro / Deweloper,3,1,Blok,48,2,1
https://www.olx.pl/oferta/nowa-kawalerka-warszawa-wlochy-tv-i-internet-gratis-elastyczna-umowa-CID3-IDHoweh.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Włochy,1600,Osoby prywatnej,1,1,Kamienica,21,Kawalerka,1
https://www.olx.pl/oferta/duza-bardzo-jasna-kawalerka-w-centrum-warszawy-CID3-IDIJZ35.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Ochota,1800,Osoby prywatnej,5,1,Blok,27,Kawalerka,80
https://www.olx.pl/oferta/2-pok-51m2-na-odolanach-od-jana-kazimierza-garaz-w-cenie-CID3-IDJiRVI.html#fd074becd5;promoted,17 kwietnia 2021,"Warszawa,",Wola,2100,Osoby prywatnej,1,1,Apartamentowiec,51,2,589
https://www.olx.pl/oferta/2-pokojowe-wilanow-klimczaka-17-CID3-IDIBtHp.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Wilanów,2500,Biuro / Deweloper,2,1,Apartamentowiec,69,2,1
https://www.olx.pl/oferta/pokoj-1os-z-balkonem-bitwy-warszawskiej-komfortowe-odnowione-mieszk-CID3-IDJ1EWM.html#908e50fc64;promoted,17 kwietnia 2021,"Warszawa,",Ochota,890,Osoby prywatnej,1,1,Blok,12,4,1
https://www.olx.pl/oferta/przytulna-kawalerka-mieszkanie-do-wynajecia-wola-gorczewska-CID3-IDJup6G.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Wola,1700,Osoby prywatnej,5,1,Blok,27,Kawalerka,130
https://www.olx.pl/oferta/mile-przytulne-dobrze-polozone-mieszkanie-do-wynajecia-CID3-IDJusdb.html#2356d92a79;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,1350,Osoby prywatnej,3,1,Blok,35,2,450
https://www.olx.pl/oferta/kawalerka-juz-od-1-miesiaca-sadyba-mokotow-CID3-IDEt1Fm.html#bf67b634bc;promoted,7 kwietnia 2021,"Warszawa,",Mokotów,2000,Biuro / Deweloper,1,1,Apartamentowiec,34,Kawalerka,150
https://www.olx.pl/oferta/dla-ukraincow-kawalerka-25-m2-wszystko-w-cenie-bez-doplat-CID3-IDHYPor.html#908e50fc64;promoted,17 kwietnia 2021,"Warszawa,",Bielany,1200,Osoby prywatnej,1,1,Dom,20,Kawalerka,1
https://www.olx.pl/oferta/nowa-ladna-kawalerka-bialoleka-1150-zl-CID3-IDFTAyQ.html#aebf69ee9d,17 kwietnia 2021,"Warszawa,",Białołęka,1150,Osoby prywatnej,2,1,Blok,25,Kawalerka,400
https://www.olx.pl/oferta/mieszkanie-2-pokoje-po-remoncie-ul-komorska-CID3-IDJrB5s.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Praga-Północ,2000,Osoby prywatnej,6,1,Blok,47,2,550
https://www.olx.pl/oferta/studio-o-pow-23m2-ul-swietokrzyska-mazowiecka-metro-CID3-IDJukBx.html#bf67b634bc,17 kwietnia 2021,"Warszawa,",Śródmieście,1800,Biuro / Deweloper,2,1,Kamienica,24,Kawalerka,1
https://www.olx.pl/oferta/przytulna-kawalerka-przy-skm-ce-czynsz-w-cenie-CID3-IDJ7iel.html#462c1f036d;promoted,17 kwietnia 2021,"Warszawa,",Ursus,1400,Biuro / Deweloper,9,1,Blok,20,Kawalerka,1
https://www.olx.pl/oferta/do-wynajecia-od-zaraz-kawalerka-z-antresola-CID3-IDJtpL2.html#37e50b5da4,16 kwietnia 2021,"Warszawa,",Wola,2100,Osoby prywatnej,1,1,Kamienica,19,Kawalerka,1
https://www.olx.pl/oferta/kawalerka-wola-z-balkonem-dla-pary-lub-1-osoby-nowa-CID3-IDFqBIH.html#4c015e879d,17 kwietnia 2021,"Warszawa,",Wola,1350,Biuro / Deweloper,2,1,Apartamentowiec,15,Kawalerka,1
https://www.olx.pl/oferta/bp-wynajme-na-mokotowie-38-m2-CID3-IDIA2ZP.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Mokotów,1800,Osoby prywatnej,7,1,Blok,38,2,500
https://www.olx.pl/oferta/kawalerka-do-wynajecia-warszawa-CID3-IDJuKzE.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Targówek,1600,Osoby prywatnej,3,1,Blok,33,Kawalerka,300
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-3-pokoje-70m2-CID3-IDJuBin.html#0d85410fb0,17 kwietnia 2021,"Warszawa,",Wawer,1900,Osoby prywatnej,Poddasze,1,Szeregowiec,70,3,600
https://www.olx.pl/oferta/bezposredniosrodziemnomorska-55-przy-al-wilanowskiej-2-pokoje-50-CID3-IDISAY3.html#fd074becd5;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,1700,Osoby prywatnej,1,0,Apartamentowiec,50,2,650
https://www.olx.pl/oferta/bielany-mieszkanie-2-pokojowe-tuz-obok-stacji-metra-slodowiec-38-m2-CID3-IDIyaOV.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Bielany,1288,Osoby prywatnej,7,1,Blok,38,2,412
https://www.olx.pl/oferta/mieszkanie-dla-jednej-osoby-CID3-IDJp2Eh.html#422618dedf;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,1500,Osoby prywatnej,5,1,Blok,15,Kawalerka,1
https://www.olx.pl/oferta/pokoj-dla-dziewczyny-na-ursynowie-4min-metro-ursynow-i-5min-od-sggw-CID3-IDIvY0w.html#ff23ca5e79,16 kwietnia 2021,"Warszawa,",Ursynów,999,Osoby prywatnej,3,1,Blok,10,3,70
https://www.olx.pl/oferta/kameralne-mieszkanie-po-remoncie-CID3-IDJuidM.html#bf67b634bc;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,2150,Osoby prywatnej,1,1,Pozostałe,43,2,1
https://www.olx.pl/oferta/nowe-mieszkanie-30-m2-dwa-pokoje-300-m-od-metra-CID3-IDJu2zv.html#67d7dd83b9;promoted,17 kwietnia 2021,"Warszawa,",Praga-Północ,1800,Osoby prywatnej,5,1,Apartamentowiec,30,2,300
https://www.olx.pl/oferta/mieszkanie-studio-kawalerka-belgradzka-ursynow-metro-5-min-CID3-IDGWnUn.html#908e50fc64,17 kwietnia 2021,"Warszawa,",Ursynów,1300,Osoby prywatnej,1,1,Apartamentowiec,25,Kawalerka,400
https://www.olx.pl/oferta/mieszkanie-po-kapitalnym-remoncie-bez-posrednikow-CID3-IDINeXT.html#aebf69ee9d,17 kwietnia 2021,"Warszawa,",Ursus,1600,Osoby prywatnej,2,1,Blok,42,2,400
https://www.olx.pl/oferta/mieszkanie-dla-ciebie-na-ursynowie-CID3-IDIxlmT.html#908e50fc64;promoted,17 kwietnia 2021,"Warszawa,",Ursynów,1300,Osoby prywatnej,1,1,Blok,30,Kawalerka,492
https://www.olx.pl/oferta/kawalerka-21-m2-metro-ursynow-1450-oplaty-CID3-IDJtGbS.html#1b4eb01e1c,16 kwietnia 2021,"Warszawa,",Ursynów,1450,Osoby prywatnej,Parter,1,Blok,21,Kawalerka,300
https://www.olx.pl/oferta/trzypokojowe-mieszkanie-metro-wilanowska-CID3-IDJu9rd.html#422618dedf,17 kwietnia 2021,"Warszawa,",Mokotów,3300,Osoby prywatnej,2,1,Blok,72,3,1
https://www.olx.pl/oferta/nowe-mieszkanie-do-wynajecia-CID3-IDHLRVe.html#462c1f036d;promoted,17 kwietnia 2021,"Warszawa,",Białołęka,2300,Osoby prywatnej,2,1,Blok,37,2,10
https://www.olx.pl/oferta/nowoczesne-piekne-50-metrowe-polecam-ochota-rakowiec-CID3-IDJpSWO.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Ochota,2399,Osoby prywatnej,9,1,Blok,51,2,1
https://www.olx.pl/oferta/wynajme-kawalerke-osiedle-bielany-warszawa-CID3-IDJdAJl.html#bea34531db,18 kwietnia 2021,"Warszawa,",Bielany,1150,Osoby prywatnej,1,1,Blok,22,Kawalerka,400
https://www.olx.pl/oferta/mieszkanie-jozefa-siemienskiego-warszawa-ochota-przyjazne-zwierzakom-CID3-IDJ9d3E.html#db57b3b96a;promoted,17 kwietnia 2021,"Warszawa,",Ochota,2000,Osoby prywatnej,3,1,Blok,40,2,1
https://www.olx.pl/oferta/nowa-kawalerka-warszawa-wlochy-tv-i-internet-gratis-elastyczna-umowa-CID3-IDHoweh.html#fd074becd5;promoted,17 kwietnia 2021,"Warszawa,",Włochy,1600,Osoby prywatnej,1,1,Kamienica,21,Kawalerka,1
https://www.olx.pl/oferta/komfortowe-mieszkanie-z-garazem-CID3-IDJoLuF.html#3365edd0d1;promoted,16 kwietnia 2021,"Warszawa,",Bemowo,2100,Osoby prywatnej,6,1,Apartamentowiec,61,3,700
https://www.olx.pl/oferta/nowe-przytulne-mieszkanie-praga-pld-25m2-widok-taras-winda-kawalerka-CID3-IDIAhZz.html#2356d92a79;promoted,15 kwietnia 2021,"Warszawa,",Praga-Południe,1600,Osoby prywatnej,8,1,Apartamentowiec,25,Kawalerka,1
https://www.olx.pl/oferta/wynajme-dwupokojowe-mieszkanie-zeran-targowek-CID3-IDJrLah.html#ff23ca5e79;promoted,16 kwietnia 2021,"Warszawa,",Białołęka,1800,Osoby prywatnej,Parter,1,Blok,42,2,370
https://www.olx.pl/oferta/2-pok-ul-panska-98-garaz-pow-38m2-CID3-IDIDBaB.html#72d7a7dc4d,17 kwietnia 2021,"Warszawa,",Śródmieście,2400,Biuro / Deweloper,5,1,Apartamentowiec,40,2,1
https://www.olx.pl/oferta/widne-mieszkanie-na-bliskiej-woli-aleja-prymasa-tysiaclecia-CID3-IDI98R6.html#db10b50a4b,17 kwietnia 2021,"Warszawa,",Wola,2200,Osoby prywatnej,1,1,Blok,56,3,600
https://www.olx.pl/oferta/browary-warszawskie-w-ponlizu-ronda-daszynskiego-ul-krochmalna-56-CID3-IDH3FAm.html#0d85410fb0,17 kwietnia 2021,"Warszawa,",Wola,2900,Biuro / Deweloper,2,1,Apartamentowiec,45,2,1
https://www.olx.pl/oferta/sliczne-2-pokoje-40m2-garderoba-piwnica-bielany-CID3-IDItgVN.html#4a0499b52f;promoted,15 kwietnia 2021,"Warszawa,",Bielany,1550,Biuro / Deweloper,2,1,Blok,38,2,1
https://www.olx.pl/oferta/oddzielne-2-pokoje-52-m2-bliski-wawer-bezposrednio-CID3-IDJuA5i.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Wawer,1900,Osoby prywatnej,Parter,1,Kamienica,52,2,1
https://www.olx.pl/oferta/wynajme-kawalerke-CID3-IDJ1lwG.html#5a80808650,16 kwietnia 2021,"Warszawa,",Bielany,1450,Osoby prywatnej,Parter,1,Blok,29,Kawalerka,500
https://www.olx.pl/oferta/bezposrednio-46-m2-miejsce-parkingowe-metro-daszynskiego-CID3-IDHWBWp.html#1b4eb01e1c;promoted,16 kwietnia 2021,"Warszawa,",Wola,2600,Osoby prywatnej,7,1,Apartamentowiec,46,2,600
https://www.olx.pl/oferta/mieszkanie-80m2-w-centrum-warszawy-przy-ul-chlodnej-bezposrednio-CID3-IDGWAiQ.html#72d7a7dc4d;promoted,17 kwietnia 2021,"Warszawa,",Mokotów,4500,Osoby prywatnej,4,0,Apartamentowiec,80,3,100
https://www.olx.pl/oferta/przytulne-mieszkanie-dwupokojowe-40m2-przy-petli-nowodwory-CID3-IDJusZ1.html#2356d92a79,17 kwietnia 2021,"Warszawa,",Białołęka,1300,Osoby prywatnej,Parter,1,Blok,40,2,450
https://www.olx.pl/oferta/przeworska-4-nowe-mieszkanie-2-pokoje-CID3-IDIRFTi.html#4c015e879d;promoted,17 kwietnia 2021,"Warszawa,",Praga-Południe,2100,Osoby prywatnej,4,1,Apartamentowiec,35,2,265
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-CID3-IDEWs6P.html#25e8bbc894;promoted,16 kwietnia 2021,"Warszawa,",Targówek,1400,Osoby prywatnej,4,1,Blok,29,Kawalerka,400
https://www.olx.pl/oferta/kawalerka-do-wynajecia-CID3-IDJnCrR.html#bd20095740;promoted,16 kwietnia 2021,"Warszawa,",Białołęka,1200,Osoby prywatnej,Parter,1,Blok,29,Kawalerka,370
https://www.olx.pl/oferta/wynajme-kawalerke-40m2-niedaleko-lazienek-krolewskich-CID3-IDISQgr.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Mokotów,1900,Osoby prywatnej,3,1,Kamienica,40,Kawalerka,1
https://www.olx.pl/oferta/mieszkanie-do-wynajecia-w-centrum-CID3-IDHFeZr.html#3365edd0d1,16 kwietnia 2021,"Warszawa,",Śródmieście,1600,Osoby prywatnej,4,1,Blok,32,2,350
https://www.olx.pl/oferta/mieszkanie-na-mokotowie-wynajem-CID3-IDJ5A0L.html#4a0499b52f;promoted,18 kwietnia 2021,"Warszawa,",Mokotów,1900,Osoby prywatnej,4,1,Blok,36,2,374
https://www.olx.pl/oferta/bardzo-ladne-mieszkanie-na-saskiej-kepie-1700zl-CID3-IDIuYug.html#db57b3b96a,17 kwietnia 2021,"Warszawa,",Praga-Południe,1700,Osoby prywatnej,3,1,Blok,38,Kawalerka,1
https://www.olx.pl/oferta/calkiem-nowe-2-pok-48m2-garaz-city-link-metro-plocka-CID3-IDJjtaL.html#25e8bbc894;promoted,16 kwietnia 2021,"Warszawa,",Wola,2350,Osoby prywatnej,1,1,Apartamentowiec,48,2,560
https://www.olx.pl/oferta/dwupokojowe-36-m-kondratowicza-CID3-IDJcRIY.html#3365edd0d1,16 kwietnia 2021,"Warszawa,",Targówek,1900,Osoby prywatnej,6,1,Blok,36,2,1
https://www.olx.pl/oferta/wynajme-2pokojowe-mieszkanie-osiedle-zamkniete-parking-odkryta-44k-CID3-IDJuJqr.html#14aaf70e72,17 kwietnia 2021,"Warszawa,",Białołęka,1200,Osoby prywatnej,1,1,Blok,46,2,650
https://www.olx.pl/oferta/mieszkanie-goclaw-53m2-5-min-od-promenada-CID3-IDJoOY5.html#0d85410fb0;promoted,17 kwietnia 2021,"Warszawa,",Bemowo,2700,Osoby prywatnej,Parter,1,Blok,53,2,1
